#genename	D. discoideum gene name	
#ddb_g	D. discoideum dictybase gene ID	
#jgi_id	D. purpureum JGI gene ID	
#		
genename	ddb_g	jgi_id
DDB_G0278295	DDB_G0278295	37512
vamp7B	DDB_G0277173	37568
DDB_G0277243	DDB_G0277243	37582
DDB_G0277149	DDB_G0277149	37554
DDB_G0277335	DDB_G0277335	37572
DDB_G0279261	DDB_G0279261	27527
DDB_G0285605	DDB_G0285605	27499
vps55	DDB_G0280219	37634
exoc8	DDB_G0279991	37625
dph5	DDB_G0276115	37635
DDB_G0282263	DDB_G0282263	37697
sgmC	DDB_G0282265	37701
DDB_G0288161	DDB_G0288161	37728
DDB_G0287647	DDB_G0287647	37730
pssA	DDB_G0278159	37736
DDB_G0280525	DDB_G0280525	37773
tbcC	DDB_G0284313	37764
DDB_G0288443	DDB_G0288443	37781
DDB_G0275005	DDB_G0275005	37779
slmo	DDB_G0290499	37798
DDB_G0277753	DDB_G0277753	37788
DDB_G0286741	DDB_G0286741	37818
DDB_G0287721	DDB_G0287721	37878
DDB_G0286347	DDB_G0286347	37885
DDB_G0276239	DDB_G0276239	37919
CYP518A1	DDB_G0277545	37923
DDB_G0277717	DDB_G0277717	37893
DDB_G0277673	DDB_G0277673	37897
dclre1	DDB_G0277755	37896
mrpl21	DDB_G0288799	27582
rad9	DDB_G0274525	27593
DDB_G0277563	DDB_G0277563	27567
DDB_G0271550	DDB_G0271550	37955
DDB_G0293208	DDB_G0293208	37942
abcF3	DDB_G0275637	37987
PIPkinA	DDB_G0275635	37984
DDB_G0272450	DDB_G0272450	38006
DDB_G0289713	DDB_G0289713	38082
DDB_G0288641	DDB_G0288641	38054
DDB_G0278357	DDB_G0278357	38045
DDB_G0268624	DDB_G0268624	38118
DDB_G0270936	DDB_G0270936	38112
DDB_G0269756	DDB_G0269756	38120
DDB_G0279579	DDB_G0279579	38158
DDB_G0270040	DDB_G0270040	38166
cxdA	DDB_G0281393	38199
DDB_G0285445	DDB_G0285445	38281
DDB_G0278277	DDB_G0278277	38290
DDB_G0269448	DDB_G0269448	27634
gxcB	DDB_G0269424	27726
DDB_G0270516	DDB_G0270516	27692
DDB_G0267874	DDB_G0267874	27701
ctu1	DDB_G0282921	38317
DDB_G0276247	DDB_G0276247	38311
DDB_G0276031	DDB_G0276031	38307
cdc40	DDB_G0289501	38337
DDB_G0288905	DDB_G0288905	38331
lsm7	DDB_G0289499	38323
cox19	DDB_G0288903	38327
DDB_G0288041	DDB_G0288041	38363
DDB_G0274921	DDB_G0274921	38359
DDB_G0287013	DDB_G0287013	38349
hmgA	DDB_G0269142	38386
gtf2f2	DDB_G0287131	38380
rpc9	DDB_G0286521	38395
bub1	DDB_G0292676	38421
sigB	DDB_G0293364	38410
omt9	DDB_G0289823	38446
DDB_G0270558	DDB_G0270558	38439
DDB_G0268876	DDB_G0268876	38450
ttc4	DDB_G0286253	38478
DDB_G0291410	DDB_G0291410	38457
DDB_G0286231	DDB_G0286231	38463
alg8	DDB_G0275261	38502
DDB_G0268496	DDB_G0268496	38491
commd7	DDB_G0275055	38509
DDB_G0275259	DDB_G0275259	38500
DDB_G0281861	DDB_G0281861	38536
fhkD	DDB_G0285963	38535
itfg1	DDB_G0292418	38530
DDB_G0270168	DDB_G0270168	27799
aprt	DDB_G0270174	27751
DDB_G0291061	DDB_G0291061	27770
DDB_G0269880	DDB_G0269880	27830
DDB_G0270180	DDB_G0270180	27789
DDB_G0269848	DDB_G0269848	27831
DDB_G0270312	DDB_G0270312	27790
DDB_G0268126	DDB_G0268126	38579
DDB_G0268116	DDB_G0268116	38570
pikF	DDB_G0268548	38568
DDB_G0279431	DDB_G0279431	38600
DDB_G0279491	DDB_G0279491	38584
DDB_G0287643	DDB_G0287643	38624
DDB_G0293330	DDB_G0293330	38615
DDB_G0289607	DDB_G0289607	38642
DDB_G0289615	DDB_G0289615	38648
comA	DDB_G0289599	38686
DDB_G0269616	DDB_G0269616	38709
DDB_G0293096	DDB_G0293096	38706
pyd2	DDB_G0269246	38705
eif3f	DDB_G0293254	38766
DDB_G0293252	DDB_G0293252	38760
ost2	DDB_G0291049	27911
DDB_G0269998	DDB_G0269998	27918
DDB_G0291149	DDB_G0291149	27887
ddx5	DDB_G0293036	38798
DDB_G0293504	DDB_G0293504	38806
DDB_G0293512	DDB_G0293512	38810
pkbA	DDB_G0268620	38849
DDB_G0268712	DDB_G0268712	38833
DDB_G0267852	DDB_G0267852	38848
asnB	DDB_G0275515	38826
DDB_G0290649	DDB_G0290649	38905
tspE	DDB_G0291177	38928
acgA	DDB_G0274569	38950
mmgt	DDB_G0274571	38966
dlcB	DDB_G0274815	38971
DDB_G0285935	DDB_G0285935	38991
dhx16	DDB_G0285937	38997
bub3	DDB_G0292134	39021
zntB	DDB_G0286345	39053
gatA	DDB_G0286875	39055
nipsnap	DDB_G0288989	39079
DDB_G0281447	DDB_G0281447	39072
DDB_G0271270	DDB_G0271270	28013
docD	DDB_G0284725	27977
DDB_G0284371	DDB_G0284371	28038
DDB_G0285107	DDB_G0285107	27952
DDB_G0270592	DDB_G0270592	39093
DDB_G0288549	DDB_G0288549	39155
DDB_G0288547	DDB_G0288547	39172
DDB_G0293566	DDB_G0293566	39207
gins2	DDB_G0293564	39223
dut	DDB_G0293374	39209
gfm2	DDB_G0267766	39242
drpp40	DDB_G0279961	39281
abcB4	DDB_G0279915	39254
purN	DDB_G0288985	39282
DDB_G0288609	DDB_G0288609	39284
smc6	DDB_G0288993	39295
mrpl3	DDB_G0288983	39301
DDB_G0285511	DDB_G0285511	39314
aph1	DDB_G0267976	39331
alrB	DDB_G0285053	39352
top2mt	DDB_G0279737	28071
DDB_G0290603	DDB_G0290603	28055
DDB_G0293108	DDB_G0293108	28078
expl9	DDB_G0293148	28052
DDB_G0268738	DDB_G0268738	28058
DDB_G0286677	DDB_G0286677	39367
DDB_G0268322	DDB_G0268322	39372
gdcA	DDB_G0269202	39420
DDB_G0268946	DDB_G0268946	39437
DDB_G0285899	DDB_G0285899	39475
mcfN	DDB_G0293646	39483
DDB_G0277449	DDB_G0277449	39515
macA	DDB_G0288533	39573
auh	DDB_G0289471	39575
spyA	DDB_G0285263	39606
DDB_G0285261	DDB_G0285261	39585
DDB_G0269716	DDB_G0269716	25333
DDB_G0272198	DDB_G0272198	25203
DDB_G0270786	DDB_G0270786	25237
CYP513A3	DDB_G0270354	25344
dhx35	DDB_G0269306	25225
uap56	DDB_G0269932	25293
drpp30	DDB_G0269980	25197
DDB_G0293366	DDB_G0293366	28130
DDB_G0293680	DDB_G0293680	28107
DDB_G0277411	DDB_G0277411	39626
rab4	DDB_G0292406	39631
snrpG	DDB_G0282863	39635
DDB_G0289015	DDB_G0289015	39668
DDB_G0288981	DDB_G0288981	39689
hbx9	DDB_G0280473	39700
DDB_G0282211	DDB_G0282211	39699
fam49	DDB_G0272190	39723
DDB_G0281731	DDB_G0281731	39740
celA	DDB_G0271134	39756
DDB_G0271108	DDB_G0271108	39748
dolpp1	DDB_G0274591	39776
DDB_G0274757	DDB_G0274757	39798
prmt5	DDB_G0287327	28207
cprD	DDB_G0278721	28222
DDB_G0295753	DDB_G0295753	28225
polD1	DDB_G0285381	28208
DDB_G0274169	DDB_G0274169	28210
ddx41	DDB_G0287361	28243
DDB_G0279499	DDB_G0279499	39853
DDB_G0276169	DDB_G0276169	39856
dynE	DDB_G0278579	39871
DDB_G0277695	DDB_G0277695	39887
DDB_G0286565	DDB_G0286565	39893
gxcY	DDB_G0293266	39928
DDB_G0282155	DDB_G0282155	39931
rbbB	DDB_G0268778	39970
DDB_G0292440	DDB_G0292440	39975
anapc10	DDB_G0268992	39988
DDB_G0270276	DDB_G0270276	39985
DDB_G0284253	DDB_G0284253	40012
DDB_G0284249	DDB_G0284249	39991
fntA	DDB_G0283053	28303
ap1s1	DDB_G0279359	28313
sir2A	DDB_G0283917	28319
orcB	DDB_G0269894	28265
DDB_G0283975	DDB_G0283975	28273
DDB_G0273135	DDB_G0273135	40046
CSN5	DDB_G0284597	40086
dnajc19	DDB_G0283735	40098
DDB_G0293056	DDB_G0293056	40109
DDB_G0269816	DDB_G0269816	40129
DDB_G0269832	DDB_G0269832	40117
DDB_G0275041	DDB_G0275041	40138
DDB_G0284239	DDB_G0284239	40165
psenen	DDB_G0293484	40183
DDB_G0293474	DDB_G0293474	40196
DDB_G0285463	DDB_G0285463	40205
DDB_G0280769	DDB_G0280769	40221
DDB_G0268182	DDB_G0268182	40224
DDB_G0290347	DDB_G0290347	40215
eIF3s10	DDB_G0272078	28339
bcs1lB	DDB_G0291910	28373
DDB_G0271796	DDB_G0271796	28377
DDB_G0285057	DDB_G0285057	40315
DDB_G0284943	DDB_G0284943	40304
DDB_G0273411	DDB_G0273411	40321
abcG17-1	DDB_G0273073	40327
DDB_G0285803	DDB_G0285803	40387
darA	DDB_G0288771	40381
rbm8A	DDB_G0286007	40410
DDB_G0284287	DDB_G0284287	40441
DDB_G0282965	DDB_G0282965	40464
ai2a	DDB_G0294421	28503
DDB_G0272066	DDB_G0272066	28495
DDB_G0290975	DDB_G0290975	28480
DDB_G0271400	DDB_G0271400	28467
qdpr	DDB_G0272684	28422
prfB	DDB_G0288835	40482
DDB_G0288493	DDB_G0288493	40521
DDB_G0290387	DDB_G0290387	40511
eIF2b5	DDB_G0283163	40532
sre1	DDB_G0281821	40557
potA	DDB_G0282291	40636
DDB_G0271672	DDB_G0271672	40613
DDB_G0278643	DDB_G0278643	40619
cct5	DDB_G0281849	40617
sky1	DDB_G0275627	40649
DDB_G0281069	DDB_G0281069	40655
DDB_G0292298	DDB_G0292298	40671
DDB_G0281847	DDB_G0281847	40660
gefD	DDB_G0289667	40694
DDB_G0290497	DDB_G0290497	28557
DDB_G0290631	DDB_G0290631	28562
hdaA	DDB_G0268024	40779
adprt4	DDB_G0267468	40766
DDB_G0268016	DDB_G0268016	40780
DDB_G0293122	DDB_G0293122	40818
gcvH4	DDB_G0287795	40822
DDB_G0276037	DDB_G0276037	40833
DDB_G0282059	DDB_G0282059	40849
DDB_G0284807	DDB_G0284807	40868
DDB_G0284813	DDB_G0284813	40873
CYP525A1	DDB_G0272652	28572
maoB-2	DDB_G0273993	28644
orcD	DDB_G0271562	28638
DDB_G0273201	DDB_G0273201	28664
scrA	DDB_G0285253	40920
DDB_G0267786	DDB_G0267786	40919
adk	DDB_G0286057	40939
adkB	DDB_G0292730	40956
DDB_G0289581	DDB_G0289581	40975
DDB_G0289563	DDB_G0289563	40977
DDB_G0289583	DDB_G0289583	40970
DDB_G0289591	DDB_G0289591	40972
zfaA	DDB_G0290961	40987
DDB_G0288821	DDB_G0288821	41017
vps26l	DDB_G0292212	41069
DDB_G0268798	DDB_G0268798	41082
DDB_G0278563	DDB_G0278563	41144
DDB_G0287551	DDB_G0287551	41176
DDB_G0268704	DDB_G0268704	41225
racH	DDB_G0269240	41217
gxcP	DDB_G0285859	41248
DDB_G0285179	DDB_G0285179	41242
DDB_G0283523	DDB_G0283523	41247
noxB	DDB_G0287101	41266
DDB_G0288293	DDB_G0288293	28771
exoc5	DDB_G0287881	28786
DDB_G0291071	DDB_G0291071	41313
DDB_G0280287	DDB_G0280287	41299
DDB_G0280289	DDB_G0280289	41316
sybA	DDB_G0280061	41330
DDB_G0269648	DDB_G0269648	41353
atg10	DDB_G0268840	41378
DDB_G0282635	DDB_G0282635	41377
pykA	DDB_G0268628	41380
spsA	DDB_G0268630	41363
DDB_G0290007	DDB_G0290007	41389
DDB_G0290553	DDB_G0290553	41394
DDB_G0290555	DDB_G0290555	41400
pwp1	DDB_G0275073	28940
isca1	DDB_G0280173	28921
acbA	DDB_G0270658	28922
nedd8	DDB_G0278711	28909
prosc	DDB_G0278713	28875
dynD	DDB_G0280175	28946
DDB_G0278709	DDB_G0278709	28858
DDB_G0292610	DDB_G0292610	28884
DDB_G0278551	DDB_G0278551	28891
DDB_G0270428	DDB_G0270428	28941
DDB_G0270426	DDB_G0270426	28879
DDB_G0282655	DDB_G0282655	41438
bzpG	DDB_G0282749	41441
DDB_G0270436	DDB_G0270436	41462
DDB_G0278075	DDB_G0278075	41476
DDB_G0278631	DDB_G0278631	41477
DDB_G0293906	DDB_G0293906	41498
DDB_G0282431	DDB_G0282431	41507
DDB_G0295683	DDB_G0295683	41497
DDB_G0288431	DDB_G0288431	41513
fam45	DDB_G0268448	41536
eIF4e	DDB_G0268574	41544
DDB_G0269052	DDB_G0269052	41569
cycH	DDB_G0268668	41556
ppwd1	DDB_G0269054	41571
DDB_G0293370	DDB_G0293370	41582
apnA	DDB_G0279923	41583
DDB_G0279969	DDB_G0279969	41586
DDB_G0279965	DDB_G0279965	41579
DDB_G0269060	DDB_G0269060	41600
fntB	DDB_G0270948	41593
slu7	DDB_G0281901	25406
DDB_G0267920	DDB_G0267920	25409
DDB_G0282149	DDB_G0282149	25433
DDB_G0283979	DDB_G0283979	25386
DDB_G0277525	DDB_G0277525	25438
drkC	DDB_G0281899	25383
DDB_G0281903	DDB_G0281903	25418
DDB_G0281917	DDB_G0281917	25440
DDB_G0281815	DDB_G0281815	25422
DDB_G0281761	DDB_G0281761	25363
DDB_G0281751	DDB_G0281751	25367
sf3a3	DDB_G0270020	28986
DDB_G0269576	DDB_G0269576	29025
DDB_G0269344	DDB_G0269344	28977
nip7	DDB_G0295477	41643
arrC	DDB_G0271792	41641
DDB_G0271544	DDB_G0271544	41631
mrd1	DDB_G0284663	41662
DDB_G0279821	DDB_G0279821	41691
DDB_G0283473	DDB_G0283473	41704
kinX	DDB_G0283391	41714
gmkA	DDB_G0279001	41734
DDB_G0279015	DDB_G0279015	41727
ddx42	DDB_G0288501	41749
DDB_G0287441	DDB_G0287441	41751
DDB_G0277163	DDB_G0277163	41765
DDB_G0277159	DDB_G0277159	41767
rps27	DDB_G0277635	41760
DDB_G0271944	DDB_G0271944	41770
DDB_G0280261	DDB_G0280261	29050
DDB_G0281595	DDB_G0281595	29076
DDB_G0280247	DDB_G0280247	29057
DDB_G0285885	DDB_G0285885	29091
DDB_G0280271	DDB_G0280271	29096
fhkE	DDB_G0280321	29047
DDB_G0272200	DDB_G0272200	41797
rcaA	DDB_G0272120	41790
DDB_G0272386	DDB_G0272386	41793
DDB_G0286679	DDB_G0286679	41832
dnaja5	DDB_G0286579	41822
fslP	DDB_G0286607	41820
DDB_G0274385	DDB_G0274385	41833
gefI	DDB_G0277915	41848
adprt1B	DDB_G0279195	41865
mcfK	DDB_G0280161	41871
cdk1	DDB_G0272813	41903
spt6	DDB_G0272354	41908
msh1	DDB_G0275999	29143
apm3	DDB_G0277901	29109
DDB_G0278669	DDB_G0278669	29118
DDB_G0289999	DDB_G0289999	29130
DDB_G0279479	DDB_G0279479	29119
gacA	DDB_G0278381	29142
DDB_G0287783	DDB_G0287783	41918
DDB_G0280507	DDB_G0280507	41953
usp39	DDB_G0278929	41968
dgk	DDB_G0280843	41960
DDB_G0271366	DDB_G0271366	41971
DDB_G0282945	DDB_G0282945	41990
DDB_G0276913	DDB_G0276913	42013
DDB_G0267552	DDB_G0267552	42045
vps22	DDB_G0283203	42052
gtf2h5	DDB_G0269906	42067
DDB_G0285255	DDB_G0285255	42068
DDB_G0267908	DDB_G0267908	29180
bxdc5	DDB_G0285829	29164
DDB_G0282197	DDB_G0282197	42075
DDB_G0281425	DDB_G0281425	42073
timm16	DDB_G0282195	42077
CYP515A1	DDB_G0272704	42091
DDB_G0290001	DDB_G0290001	42108
DDB_G0290277	DDB_G0290277	42098
dhkL	DDB_G0282927	42128
DDB_G0281033	DDB_G0281033	42131
DDB_G0279209	DDB_G0279209	42156
DDB_G0272871	DDB_G0272871	42185
DDB_G0285689	DDB_G0285689	29220
cdk7	DDB_G0285417	29225
DDB_G0285943	DDB_G0285943	29253
DDB_G0285871	DDB_G0285871	29264
ndufs7	DDB_G0285239	29263
cchl	DDB_G0275895	42199
DDB_G0288929	DDB_G0288929	42238
DDB_G0282685	DDB_G0282685	42283
alp	DDB_G0278495	42309
DDB_G0278491	DDB_G0278491	42307
DDB_G0278489	DDB_G0278489	42305
mettl1	DDB_G0276491	29301
DDB_G0286941	DDB_G0286941	29294
thoc1	DDB_G0275717	29296
DDB_G0276087	DDB_G0276087	29341
DDB_G0293666	DDB_G0293666	29342
DDB_G0275901	DDB_G0275901	29312
DDB_G0278487	DDB_G0278487	42322
lyrm4	DDB_G0290725	42342
DDB_G0278479	DDB_G0278479	42334
zmpste24	DDB_G0290849	42327
DDB_G0289205	DDB_G0289205	42359
tmcB	DDB_G0289207	42369
pfdn1	DDB_G0287827	42377
mgp4	DDB_G0283899	42386
pkaC	DDB_G0283907	42383
DDB_G0279611	DDB_G0279611	42415
mbtps1	DDB_G0282397	42435
vps36	DDB_G0282045	42424
DDB_G0292892	DDB_G0292892	42455
DDB_G0284383	DDB_G0284383	29382
osbI	DDB_G0284353	29412
DDB_G0273221	DDB_G0273221	29357
DDB_G0271742	DDB_G0271742	42465
DDB_G0282387	DDB_G0282387	42473
DDB_G0282531	DDB_G0282531	42477
tmem184B	DDB_G0276041	42510
DDB_G0286447	DDB_G0286447	42559
DDB_G0291816	DDB_G0291816	29429
pigT	DDB_G0291490	29464
DDB_G0283403	DDB_G0283403	29459
CYP519D1	DDB_G0291448	29435
CSN3	DDB_G0291848	29503
DDB_G0291842	DDB_G0291842	29443
DDB_G0284437	DDB_G0284437	29472
DDB_G0283399	DDB_G0283399	29500
DDB_G0269808	DDB_G0269808	29471
DDB_G0284343	DDB_G0284343	29501
adprt3	DDB_G0291788	29490
osbG	DDB_G0283035	42591
DDB_G0288729	DDB_G0288729	42599
DDB_G0282903	DDB_G0282903	42606
trmt61	DDB_G0271512	42637
commd2	DDB_G0284879	42650
DDB_G0276121	DDB_G0276121	42693
DDB_G0273247	DDB_G0273247	29512
DDB_G0278463	DDB_G0278463	29548
DDB_G0272570	DDB_G0272570	29527
ndufa5	DDB_G0272394	29534
DDB_G0283303	DDB_G0283303	42712
DDB_G0291135	DDB_G0291135	42738
esf2	DDB_G0293576	42748
DDB_G0292738	DDB_G0292738	42752
ionA	DDB_G0277269	42780
DDB_G0292642	DDB_G0292642	42790
DDB_G0273081	DDB_G0273081	42810
syn8B	DDB_G0288439	42819
rpl27	DDB_G0271298	29630
DDB_G0282119	DDB_G0282119	29604
DDB_G0271296	DDB_G0271296	29612
DDB_G0271294	DDB_G0271294	29618
gtr1	DDB_G0274373	42846
DDB_G0287737	DDB_G0287737	42859
DDB_G0278273	DDB_G0278273	42873
DDB_G0278645	DDB_G0278645	42876
sir2B	DDB_G0286671	25545
DDB_G0281979	DDB_G0281979	25523
lyrm1	DDB_G0281987	25505
DDB_G0275081	DDB_G0275081	29711
pyr56	DDB_G0280041	29684
DDB_G0292012	DDB_G0292012	29694
DDB_G0272126	DDB_G0272126	42915
gapA	DDB_G0269140	42926
DDB_G0270578	DDB_G0270578	42924
DDB_G0269612	DDB_G0269612	42928
DDB_G0275859	DDB_G0275859	42958
DDB_G0292722	DDB_G0292722	42970
DDB_G0292626	DDB_G0292626	42964
utp15	DDB_G0283581	29786
DDB_G0279227	DDB_G0279227	29739
syn5	DDB_G0277565	43015
dynC	DDB_G0277561	43005
ddx20	DDB_G0277527	43010
DDB_G0268586	DDB_G0268586	43022
guf1	DDB_G0291708	43053
DDB_G0280251	DDB_G0280251	29826
DDB_G0287169	DDB_G0287169	29840
vps28	DDB_G0285295	43081
DDB_G0286289	DDB_G0286289	43095
morg1	DDB_G0289711	43101
yipf6	DDB_G0282825	43131
DDB_G0271376	DDB_G0271376	43149
DDB_G0267512	DDB_G0267512	29884
smc2	DDB_G0284499	29916
nudc	DDB_G0286159	29910
DDB_G0278179	DDB_G0278179	29919
DDB_G0289161	DDB_G0289161	29922
DDB_G0267508	DDB_G0267508	29915
DDB_G0269464	DDB_G0269464	29882
DDB_G0283815	DDB_G0283815	43200
DDB_G0283355	DDB_G0283355	43212
dlcC	DDB_G0285855	43221
commd3	DDB_G0283795	43230
DDB_G0273587	DDB_G0273587	43260
ate1	DDB_G0269024	29956
apm1	DDB_G0289247	43279
ctnA	DDB_G0274597	43294
DDB_G0274423	DDB_G0274423	43316
copA	DDB_G0267982	30022
DDB_G0291716	DDB_G0291716	30030
cybA	DDB_G0267460	30041
srp9	DDB_G0267622	30027
cog6	DDB_G0292784	43332
DDB_G0270744	DDB_G0270744	43359
DDB_G0281527	DDB_G0281527	43361
DDB_G0267528	DDB_G0267528	43402
pdiA	DDB_G0277863	43435
DDB_G0278049	DDB_G0278049	43431
DDB_G0276631	DDB_G0276631	30075
sec11	DDB_G0276359	30076
DDB_G0272092	DDB_G0272092	43457
DDB_G0291520	DDB_G0291520	43460
eIF2b3	DDB_G0290693	43464
DDB_G0290689	DDB_G0290689	43466
DDB_G0289355	DDB_G0289355	43486
nola3	DDB_G0288347	43500
DDB_G0288351	DDB_G0288351	43505
DDB_G0269322	DDB_G0269322	43525
anapc11	DDB_G0286909	30114
gcvT	DDB_G0292326	43555
DDB_G0292322	DDB_G0292322	43563
DDB_G0280123	DDB_G0280123	30175
DDB_G0275583	DDB_G0275583	30182
litaf	DDB_G0289149	30205
DDB_G0280405	DDB_G0280405	30157
DDB_G0280799	DDB_G0280799	30169
DDB_G0287077	DDB_G0287077	43611
dio3	DDB_G0275741	43625
DDB_G0291326	DDB_G0291326	43642
DDB_G0292036	DDB_G0292036	43649
cbpL	DDB_G0288785	43660
DDB_G0283273	DDB_G0283273	30259
DDB_G0283347	DDB_G0283347	30238
DDB_G0283291	DDB_G0283291	30237
fam96B	DDB_G0283801	30280
DDB_G0287975	DDB_G0287975	43673
DDB_G0284751	DDB_G0284751	43687
alg6	DDB_G0283841	43700
DDB_G0283849	DDB_G0283849	43706
DDB_G0284125	DDB_G0284125	43718
DDB_G0283061	DDB_G0283061	25596
DDB_G0283939	DDB_G0283939	25641
DDB_G0283013	DDB_G0283013	25595
prpf39	DDB_G0283307	25624
masB	DDB_G0282969	25628
mtyrS	DDB_G0279715	30367
pldZ	DDB_G0282579	30308
DDB_G0279683	DDB_G0279683	30310
DDB_G0279695	DDB_G0279695	30303
ucpC	DDB_G0284225	43741
DDB_G0277129	DDB_G0277129	43781
lst8	DDB_G0292592	43792
DDB_G0285347	DDB_G0285347	43805
ints11	DDB_G0278189	30371
rpb8	DDB_G0278039	30399
DDB_G0277971	DDB_G0277971	30387
DDB_G0281289	DDB_G0281289	43818
DDB_G0281369	DDB_G0281369	43816
DDB_G0270766	DDB_G0270766	43824
iptC-1	DDB_G0273039	43833
ptpA1-1	DDB_G0273097	43829
ksrA-1	DDB_G0272883	43831
mppA	DDB_G0274809	43851
DDB_G0288385	DDB_G0288385	30483
commd10	DDB_G0275249	30479
DDB_G0267824	DDB_G0267824	43883
DDB_G0272302	DDB_G0272302	43889
DDB_G0270262	DDB_G0270262	43907
metap2	DDB_G0270264	43915
fszB	DDB_G0269224	43916
DDB_G0272418	DDB_G0272418	43939
nagA	DDB_G0287033	30528
DDB_G0286507	DDB_G0286507	30493
DDB_G0282233	DDB_G0282233	30504
dgtB	DDB_G0286519	30502
DDB_G0272464	DDB_G0272464	43962
DDB_G0286481	DDB_G0286481	43974
DDB_G0273237	DDB_G0273237	44008
DDB_G0287761	DDB_G0287761	30610
DDB_G0292484	DDB_G0292484	30596
DDB_G0290089	DDB_G0290089	30555
rfc4	DDB_G0286027	44017
DDB_G0281043	DDB_G0281043	44031
rimA	DDB_G0277891	30670
DDB_G0278373	DDB_G0278373	30664
DDB_G0278063	DDB_G0278063	30635
DDB_G0278369	DDB_G0278369	30626
sgkD	DDB_G0289343	44072
DDB_G0286227	DDB_G0286227	44092
DDB_G0271384	DDB_G0271384	30729
DDB_G0269546	DDB_G0269546	30730
mcfV	DDB_G0276261	44097
DDB_G0275403	DDB_G0275403	44127
DDB_G0275349	DDB_G0275349	44132
DDB_G0275351	DDB_G0275351	44131
ap3b-1	DDB_G0272578	44136
DDB_G0273273	DDB_G0273273	44134
DDB_G0281155	DDB_G0281155	30768
DDB_G0280947	DDB_G0280947	30795
eIF3s3	DDB_G0281153	30756
DDB_G0280919	DDB_G0280919	30759
pakE	DDB_G0293932	44150
DDB_G0293402	DDB_G0293402	44151
DDB_G0280091	DDB_G0280091	44157
DDB_G0273413	DDB_G0273413	44167
DDB_G0268036	DDB_G0268036	30810
grwd1	DDB_G0291566	30837
alrD	DDB_G0285027	30850
thoc7	DDB_G0275979	30821
DDB_G0268032	DDB_G0268032	30843
DDB_G0284031	DDB_G0284031	44187
DDB_G0276997	DDB_G0276997	44210
ggps1	DDB_G0293588	30876
DDB_G0293590	DDB_G0293590	30919
DDB_G0293828	DDB_G0293828	30895
DDB_G0293082	DDB_G0293082	30918
DDB_G0293840	DDB_G0293840	30899
DDB_G0291384	DDB_G0291384	44221
pex10	DDB_G0282693	44226
DDB_G0286085	DDB_G0286085	44241
DDB_G0269802	DDB_G0269802	44239
DDB_G0283967	DDB_G0283967	44242
med30	DDB_G0274443	25851
DDB_G0274329	DDB_G0274329	25863
erh	DDB_G0274565	25866
DDB_G0274439	DDB_G0274439	25738
lig1	DDB_G0274493	25751
myoK	DDB_G0274575	25874
DDB_G0274547	DDB_G0274547	25815
DDB_G0288255	DDB_G0288255	25816
ranA	DDB_G0291235	30952
DDB_G0291948	DDB_G0291948	30947
DDB_G0272933	DDB_G0272933	44282
DDB_G0279875	DDB_G0279875	30982
amtB	DDB_G0277889	44291
pyr1-3	DDB_G0276335	31008
pyr4	DDB_G0276331	31033
lsm3	DDB_G0277107	30992
mybC	DDB_G0281563	44316
DDB_G0281653	DDB_G0281653	44318
DDB_G0281657	DDB_G0281657	44314
DDB_G0267768	DDB_G0267768	44326
mocs1	DDB_G0285137	31087
derl2	DDB_G0285131	31114
DDB_G0285143	DDB_G0285143	31119
eIF2a	DDB_G0284267	31095
mocs2s	DDB_G0285133	31066
DDB_G0289051	DDB_G0289051	44338
dus3l	DDB_G0292686	31125
pex7	DDB_G0279801	31135
mcm5	DDB_G0292958	31145
DDB_G0292692	DDB_G0292692	31155
psmG1	DDB_G0279769	31172
trappc2l	DDB_G0292690	31131
pufA	DDB_G0279735	31148
ctsZ	DDB_G0283401	44383
DDB_G0288851	DDB_G0288851	44385
DDB_G0293868	DDB_G0293868	44399
DDB_G0283927	DDB_G0283927	44395
gtf2h4	DDB_G0293228	31198
DDB_G0292428	DDB_G0292428	31241
DDB_G0291277	DDB_G0291277	31218
DDB_G0281233	DDB_G0281233	31231
cdc26	DDB_G0293230	31219
DDB_G0292976	DDB_G0292976	44414
DDB_G0278505	DDB_G0278505	44415
ufc1	DDB_G0289037	31269
DDB_G0288977	DDB_G0288977	31268
mnat1	DDB_G0289079	31276
DDB_G0289125	DDB_G0289125	31270
bcs1lA	DDB_G0289135	31265
pakB	DDB_G0276459	31335
repG	DDB_G0284987	31355
mrt4	DDB_G0276411	31349
timm10	DDB_G0284911	31325
DDB_G0279995	DDB_G0279995	31382
CYP513D1	DDB_G0279763	31424
DDB_G0275911	DDB_G0275911	31376
DDB_G0282955	DDB_G0282955	31417
tmem93	DDB_G0280399	31392
mrpl17	DDB_G0281435	31483
DDB_G0273435	DDB_G0273435	31439
DDB_G0268098	DDB_G0268098	31443
DDB_G0279635	DDB_G0279635	31489
DDB_G0281053	DDB_G0281053	31473
abcH1	DDB_G0292384	31462
DDB_G0275959	DDB_G0275959	44467
DDB_G0267486	DDB_G0267486	25949
acp1	DDB_G0267484	25972
dmpA	DDB_G0275065	25959
ecd	DDB_G0287829	25982
DDB_G0267996	DDB_G0267996	25984
ucpA	DDB_G0271310	25909
DDB_G0275203	DDB_G0275203	25940
DDB_G0274795	DDB_G0274795	31545
DDB_G0271850	DDB_G0271850	44480
